country,date,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,servious_critical,total_cases_1M_pop,total_deaths_1M_pop,total_tests,tests_1M_pop
Benin,2020-04-02,13.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0,0,0
Bermuda,2020-04-02,35.0,3.0,0.0,0.0,11.0,24.0,0.0,562.0,0.0,0,0
Bhutan,2020-04-02,5.0,1.0,0.0,0.0,1.0,4.0,0.0,6.0,0.0,0,0
Bolivia,2020-04-02,123.0,8.0,8.0,1.0,1.0,114.0,3.0,11.0,0.7,0,0
Bosnia and Herzegovina,2020-04-02,533.0,74.0,16.0,3.0,20.0,497.0,4.0,162.0,5.0,0,0
Botswana,2020-04-02,4.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.4,0,0
British Virgin Islands,2020-04-02,3.0,0.0,0.0,0.0,0.0,3.0,0.0,99.0,0.0,0,0
Brunei,2020-04-02,133.0,2.0,1.0,0.0,56.0,76.0,3.0,304.0,2.0,0,0
Bulgaria,2020-04-02,457.0,35.0,10.0,0.0,25.0,422.0,18.0,66.0,1.0,0,0
Burkina Faso,2020-04-02,288.0,6.0,16.0,0.0,50.0,222.0,0.0,14.0,0.8,0,0
Burundi,2020-04-02,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.0,0,0
CAR,2020-04-02,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.0,0,0
Cabo Verde,2020-04-02,6.0,0.0,1.0,0.0,0.0,5.0,0.0,11.0,2.0,0,0
Cambodia,2020-04-02,110.0,1.0,0.0,0.0,34.0,76.0,1.0,7.0,0.0,0,0
Cameroon,2020-04-02,306.0,73.0,7.0,1.0,10.0,289.0,0.0,12.0,0.3,0,0
Caribbean Netherlands,2020-04-02,2.0,0.0,0.0,0.0,0.0,2.0,0.0,76.0,0.0,0,0
Cayman Islands,2020-04-02,28.0,6.0,1.0,0.0,0.0,27.0,0.0,426.0,15.0,0,0
Chad,2020-04-02,8.0,1.0,0.0,0.0,0.0,8.0,0.0,0.5,0.0,0,0
Channel Islands,2020-04-02,193.0,21.0,3.0,0.0,0.0,190.0,0.0,1110.0,17.0,0,0
Chile,2020-04-02,3404.0,373.0,18.0,2.0,335.0,3051.0,31.0,178.0,0.9,0,0
Colombia,2020-04-02,1161.0,96.0,19.0,2.0,55.0,1087.0,50.0,23.0,0.4,0,0
Congo,2020-04-02,22.0,0.0,2.0,0.0,2.0,18.0,0.0,4.0,0.4,0,0
Costa Rica,2020-04-02,396.0,21.0,2.0,0.0,6.0,388.0,11.0,78.0,0.4,0,0
Croatia,2020-04-02,1011.0,48.0,7.0,1.0,88.0,916.0,34.0,246.0,2.0,0,0
Cuba,2020-04-02,233.0,21.0,6.0,0.0,13.0,214.0,7.0,21.0,0.5,0,0
Curaçao,2020-04-02,11.0,0.0,1.0,0.0,3.0,7.0,0.0,67.0,6.0,0,0
Cyprus,2020-04-02,356.0,36.0,10.0,1.0,28.0,318.0,11.0,295.0,8.0,0,0
Czechia,2020-04-02,3858.0,269.0,44.0,5.0,67.0,3747.0,72.0,360.0,4.0,0,0
DRC,2020-04-02,134.0,25.0,13.0,4.0,3.0,118.0,0.0,1.0,0.1,0,0
Diamond Princess,2020-04-02,712.0,0.0,11.0,0.0,619.0,82.0,10.0,0.0,0.0,0,0
Djibouti,2020-04-02,40.0,7.0,0.0,0.0,0.0,40.0,0.0,40.0,0.0,0,0
Dominica,2020-04-02,12.0,0.0,0.0,0.0,0.0,12.0,0.0,167.0,0.0,0,0
Dominican Republic,2020-04-02,1380.0,96.0,60.0,3.0,16.0,1304.0,147.0,127.0,6.0,0,0
Ecuador,2020-04-02,3163.0,405.0,120.0,22.0,65.0,2978.0,100.0,179.0,7.0,0,0
Egypt,2020-04-02,865.0,86.0,58.0,6.0,201.0,606.0,0.0,8.0,0.6,0,0
El Salvador,2020-04-02,41.0,8.0,2.0,0.0,0.0,39.0,4.0,6.0,0.3,0,0
Equatorial Guinea,2020-04-02,15.0,0.0,0.0,0.0,1.0,14.0,0.0,11.0,0.0,0,0
Eritrea,2020-04-02,22.0,7.0,0.0,0.0,0.0,22.0,0.0,6.0,0.0,0,0
Estonia,2020-04-02,858.0,79.0,11.0,6.0,45.0,802.0,16.0,647.0,8.0,0,0
Eswatini,2020-04-02,9.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,0.0,0,0
Ethiopia,2020-04-02,29.0,0.0,0.0,0.0,3.0,26.0,2.0,0.3,0.0,0,0
Faeroe Islands,2020-04-02,177.0,4.0,0.0,0.0,81.0,96.0,1.0,3622.0,0.0,0,0
Fiji,2020-04-02,7.0,2.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,0,0
Finland,2020-04-02,1518.0,72.0,19.0,2.0,300.0,1199.0,65.0,274.0,3.0,0,0
French Guiana,2020-04-02,51.0,0.0,0.0,0.0,15.0,36.0,0.0,171.0,0.0,0,0
French Polynesia,2020-04-02,37.0,0.0,0.0,0.0,0.0,37.0,1.0,132.0,0.0,0,0
Gabon,2020-04-02,21.0,3.0,1.0,0.0,0.0,20.0,0.0,9.0,0.4,0,0
Gambia,2020-04-02,4.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.4,0,0
Georgia,2020-04-02,134.0,17.0,0.0,0.0,26.0,108.0,6.0,34.0,0.0,0,0
Ghana,2020-04-02,204.0,9.0,5.0,0.0,31.0,168.0,2.0,7.0,0.2,0,0
Gibraltar,2020-04-02,88.0,7.0,0.0,0.0,46.0,42.0,0.0,2612.0,0.0,0,0
Greenland,2020-04-02,10.0,0.0,0.0,0.0,2.0,8.0,0.0,176.0,0.0,0,0
Grenada,2020-04-02,10.0,1.0,0.0,0.0,0.0,10.0,0.0,89.0,0.0,0,0
Guadeloupe,2020-04-02,128.0,3.0,6.0,0.0,24.0,98.0,14.0,320.0,15.0,0,0
Guatemala,2020-04-02,47.0,8.0,1.0,0.0,12.0,34.0,1.0,3.0,0.06,0,0
Guinea,2020-04-02,52.0,22.0,0.0,0.0,0.0,52.0,0.0,4.0,0.0,0,0
Guinea-Bissau,2020-04-02,9.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,0,0
Guyana,2020-04-02,19.0,0.0,4.0,1.0,0.0,15.0,0.0,24.0,5.0,0,0
Haiti,2020-04-02,16.0,0.0,0.0,0.0,1.0,15.0,0.0,1.0,0.0,0,0
Honduras,2020-04-02,219.0,47.0,14.0,4.0,3.0,202.0,4.0,22.0,1.0,0,0
Hungary,2020-04-02,585.0,60.0,21.0,1.0,42.0,522.0,17.0,61.0,2.0,0,0
Iceland,2020-04-02,1319.0,99.0,4.0,2.0,284.0,1031.0,12.0,3865.0,12.0,0,0
Isle of Man,2020-04-02,95.0,27.0,1.0,0.0,0.0,94.0,0.0,1117.0,12.0,0,0
Ivory Coast,2020-04-02,194.0,4.0,1.0,0.0,15.0,178.0,0.0,7.0,0.04,0,0
Jamaica,2020-04-02,47.0,3.0,3.0,0.0,2.0,42.0,0.0,16.0,1.0,0,0
Japan,2020-04-02,2617.0,233.0,63.0,6.0,472.0,2082.0,60.0,21.0,0.5,0,0
Jordan,2020-04-02,299.0,21.0,5.0,0.0,45.0,249.0,5.0,29.0,0.5,0,0
Kazakhstan,2020-04-02,435.0,55.0,3.0,0.0,27.0,405.0,6.0,23.0,0.2,0,0
Kenya,2020-04-02,110.0,29.0,3.0,2.0,4.0,103.0,2.0,2.0,0.06,0,0
Kuwait,2020-04-02,342.0,25.0,0.0,0.0,81.0,261.0,15.0,80.0,0.0,0,0
Kyrgyzstan,2020-04-02,116.0,5.0,0.0,0.0,5.0,111.0,5.0,18.0,0.0,0,0
Laos,2020-04-02,10.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0,0
Latvia,2020-04-02,458.0,12.0,0.0,0.0,31.0,427.0,3.0,243.0,0.0,0,0
Lebanon,2020-04-02,494.0,15.0,16.0,2.0,46.0,432.0,3.0,72.0,2.0,0,0
Liberia,2020-04-02,6.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0,0
Libya,2020-04-02,11.0,1.0,1.0,1.0,0.0,10.0,0.0,2.0,0.1,0,0
Liechtenstein,2020-04-02,75.0,3.0,0.0,0.0,0.0,75.0,0.0,1967.0,0.0,0,0
Lithuania,2020-04-02,649.0,68.0,9.0,1.0,7.0,633.0,11.0,238.0,3.0,0,0
Luxembourg,2020-04-02,2487.0,168.0,30.0,1.0,80.0,2377.0,31.0,3973.0,48.0,0,0
MS Zaandam,2020-04-02,9.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0,0
Macao,2020-04-02,41.0,0.0,0.0,0.0,10.0,31.0,0.0,63.0,0.0,0,0
Madagascar,2020-04-02,59.0,2.0,0.0,0.0,0.0,59.0,6.0,2.0,0.0,0,0
Malawi,2020-04-02,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.2,0.0,0,0
Maldives,2020-04-02,19.0,0.0,0.0,0.0,13.0,6.0,0.0,35.0,0.0,0,0
Mali,2020-04-02,36.0,5.0,3.0,0.0,0.0,33.0,0.0,2.0,0.1,0,0
Malta,2020-04-02,196.0,8.0,0.0,0.0,2.0,194.0,2.0,444.0,0.0,0,0
Martinique,2020-04-02,138.0,3.0,3.0,0.0,27.0,108.0,19.0,368.0,8.0,0,0
Mauritania,2020-04-02,6.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.2,0,0
Mauritius,2020-04-02,169.0,8.0,7.0,1.0,0.0,162.0,1.0,133.0,6.0,0,0
Mayotte,2020-04-02,116.0,15.0,1.0,0.0,10.0,105.0,3.0,425.0,4.0,0,0
Mexico,2020-04-02,1378.0,163.0,37.0,8.0,35.0,1306.0,1.0,11.0,0.3,0,0
Moldova,2020-04-02,505.0,82.0,6.0,1.0,23.0,476.0,65.0,125.0,1.0,0,0
Monaco,2020-04-02,60.0,5.0,1.0,0.0,2.0,57.0,2.0,1529.0,25.0,0,0
Mongolia,2020-04-02,14.0,0.0,0.0,0.0,2.0,12.0,0.0,4.0,0.0,0,0
Montenegro,2020-04-02,144.0,21.0,2.0,0.0,0.0,142.0,4.0,229.0,3.0,0,0
Montserrat,2020-04-02,5.0,0.0,0.0,0.0,0.0,5.0,0.0,1002.0,0.0,0,0
Morocco,2020-04-02,708.0,54.0,44.0,5.0,31.0,633.0,1.0,19.0,1.0,0,0
Mozambique,2020-04-02,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.3,0.0,0,0
Myanmar,2020-04-02,20.0,4.0,1.0,0.0,0.0,19.0,0.0,0.4,0.02,0,0
Namibia,2020-04-02,14.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,0.0,0,0
Nepal,2020-04-02,6.0,1.0,0.0,0.0,1.0,5.0,0.0,0.2,0.0,0,0
New Caledonia,2020-04-02,18.0,2.0,0.0,0.0,1.0,17.0,0.0,63.0,0.0,0,0
New Zealand,2020-04-02,797.0,89.0,1.0,0.0,92.0,704.0,2.0,165.0,0.2,0,0
Nicaragua,2020-04-02,5.0,0.0,1.0,0.0,0.0,4.0,0.0,0.8,0.2,0,0
Niger,2020-04-02,98.0,24.0,5.0,0.0,0.0,93.0,0.0,4.0,0.2,0,0
Nigeria,2020-04-02,184.0,10.0,2.0,0.0,20.0,162.0,0.0,0.9,0.01,0,0
North Macedonia,2020-04-02,384.0,30.0,11.0,0.0,17.0,356.0,4.0,184.0,5.0,0,0
Oman,2020-04-02,231.0,21.0,1.0,0.0,57.0,173.0,3.0,45.0,0.2,0,0
Pakistan,2020-04-02,2421.0,303.0,34.0,7.0,125.0,2262.0,9.0,11.0,0.2,0,0
Palestine,2020-04-02,161.0,27.0,1.0,0.0,18.0,142.0,0.0,32.0,0.2,0,0
Panama,2020-04-02,1475.0,158.0,37.0,5.0,9.0,1429.0,50.0,342.0,9.0,0,0
Papua New Guinea,2020-04-02,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0,0
Paraguay,2020-04-02,77.0,8.0,3.0,0.0,2.0,72.0,4.0,11.0,0.4,0,0
Peru,2020-04-02,1414.0,91.0,55.0,17.0,537.0,822.0,51.0,43.0,2.0,0,0
Qatar,2020-04-02,949.0,114.0,3.0,1.0,72.0,874.0,37.0,329.0,1.0,0,0
Romania,2020-04-02,2738.0,278.0,115.0,23.0,267.0,2356.0,78.0,142.0,6.0,0,0
Russia,2020-04-02,3548.0,771.0,30.0,6.0,235.0,3283.0,8.0,24.0,0.2,0,0
Rwanda,2020-04-02,84.0,2.0,0.0,0.0,0.0,84.0,0.0,6.0,0.0,0,0
Réunion,2020-04-02,308.0,27.0,0.0,0.0,40.0,268.0,3.0,344.0,0.0,0,0
Saint Kitts and Nevis,2020-04-02,9.0,1.0,0.0,0.0,0.0,9.0,0.0,169.0,0.0,0,0
Saint Lucia,2020-04-02,13.0,0.0,0.0,0.0,1.0,12.0,0.0,71.0,0.0,0,0
Saint Martin,2020-04-02,22.0,0.0,1.0,0.0,2.0,19.0,0.0,569.0,26.0,0,0
San Marino,2020-04-02,245.0,9.0,30.0,2.0,21.0,194.0,15.0,7221.0,884.0,0,0
Saudi Arabia,2020-04-02,1885.0,165.0,21.0,5.0,328.0,1536.0,31.0,54.0,0.6,0,0
Senegal,2020-04-02,195.0,5.0,1.0,0.0,55.0,139.0,0.0,12.0,0.06,0,0
Serbia,2020-04-02,1171.0,111.0,31.0,3.0,42.0,1098.0,81.0,134.0,4.0,0,0
Seychelles,2020-04-02,10.0,0.0,0.0,0.0,0.0,10.0,0.0,102.0,0.0,0,0
Sierra Leone,2020-04-02,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.0,0,0
Singapore,2020-04-02,1049.0,49.0,4.0,1.0,266.0,779.0,24.0,179.0,0.7,0,0
Sint Maarten,2020-04-02,18.0,2.0,1.0,0.0,6.0,11.0,0.0,420.0,23.0,0,0
Slovakia,2020-04-02,426.0,26.0,1.0,0.0,5.0,420.0,3.0,78.0,0.2,0,0
Slovenia,2020-04-02,897.0,56.0,17.0,2.0,70.0,810.0,31.0,431.0,8.0,0,0
Somalia,2020-04-02,5.0,0.0,0.0,0.0,1.0,4.0,0.0,0.3,0.0,0,0
South Africa,2020-04-02,1462.0,82.0,5.0,0.0,50.0,1407.0,7.0,25.0,0.08,0,0
Sri Lanka,2020-04-02,151.0,5.0,4.0,1.0,21.0,126.0,5.0,7.0,0.2,0,0
St. Barth,2020-04-02,6.0,0.0,0.0,0.0,1.0,5.0,0.0,607.0,0.0,0,0
St. Vincent Grenadines,2020-04-02,2.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0,0
Sudan,2020-04-02,8.0,1.0,2.0,0.0,2.0,4.0,0.0,0.2,0.05,0,0
Suriname,2020-04-02,10.0,0.0,0.0,0.0,0.0,10.0,0.0,17.0,0.0,0,0
Syria,2020-04-02,16.0,6.0,2.0,0.0,0.0,14.0,0.0,0.9,0.1,0,0
Taiwan,2020-04-02,339.0,10.0,5.0,0.0,50.0,284.0,0.0,14.0,0.2,0,0
Tanzania,2020-04-02,20.0,0.0,1.0,0.0,2.0,17.0,0.0,0.3,0.02,0,0
Thailand,2020-04-02,1875.0,104.0,15.0,3.0,505.0,1355.0,23.0,27.0,0.2,0,0
Timor-Leste,2020-04-02,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0,0,0
Togo,2020-04-02,39.0,3.0,2.0,0.0,17.0,20.0,0.0,5.0,0.2,0,0
Trinidad and Tobago,2020-04-02,94.0,4.0,5.0,0.0,1.0,88.0,0.0,67.0,4.0,0,0
Tunisia,2020-04-02,455.0,32.0,14.0,2.0,5.0,436.0,10.0,38.0,1.0,0,0
Turks and Caicos,2020-04-02,5.0,0.0,0.0,0.0,0.0,5.0,0.0,129.0,0.0,0,0
UAE,2020-04-02,1024.0,210.0,8.0,0.0,96.0,920.0,2.0,104.0,0.8,0,0
Uganda,2020-04-02,45.0,1.0,0.0,0.0,0.0,45.0,0.0,1.0,0.0,0,0
Ukraine,2020-04-02,897.0,103.0,22.0,2.0,19.0,856.0,0.0,21.0,0.5,0,0
Uruguay,2020-04-02,350.0,0.0,4.0,2.0,62.0,284.0,15.0,101.0,1.0,0,0
Uzbekistan,2020-04-02,205.0,24.0,2.0,0.0,25.0,178.0,8.0,6.0,0.06,0,0
Vatican City,2020-04-02,7.0,1.0,0.0,0.0,0.0,7.0,0.0,8739.0,0.0,0,0
Venezuela,2020-04-02,146.0,2.0,5.0,2.0,43.0,98.0,6.0,5.0,0.2,0,0
Vietnam,2020-04-02,233.0,15.0,0.0,0.0,75.0,158.0,3.0,2.0,0.0,0,0
Zambia,2020-04-02,39.0,3.0,1.0,1.0,0.0,38.0,0.0,2.0,0.05,0,0
Zimbabwe,2020-04-02,9.0,1.0,1.0,0.0,0.0,8.0,0.0,0.6,0.07,0,0
algeria,2020-04-02,986.0,139.0,86.0,28.0,61.0,839.0,0.0,22.0,2.0,0,0
australia,2020-04-02,5314.0,266.0,25.0,2.0,585.0,4704.0,50.0,208.0,1.0,0,0
austria,2020-04-02,11129.0,418.0,158.0,12.0,1749.0,9222.0,227.0,1236.0,18.0,0,0
belgium,2020-04-02,15348.0,1384.0,1011.0,183.0,2495.0,11842.0,1144.0,1324.0,87.0,0,0
brazil,2020-04-02,8044.0,1164.0,324.0,82.0,127.0,7593.0,296.0,38.0,2.0,0,0
canada,2020-04-02,11283.0,1552.0,173.0,59.0,1979.0,9131.0,120.0,299.0,5.0,0,0
china,2020-04-02,81589.0,35.0,3318.0,6.0,76408.0,1863.0,429.0,57.0,2.0,0,0
china-hong-kong-sar,2020-04-02,802.0,36.0,4.0,0.0,154.0,644.0,8.0,107.0,0.5,0,0
denmark,2020-04-02,3386.0,279.0,123.0,19.0,1089.0,2174.0,153.0,585.0,21.0,0,0
france,2020-04-02,59105.0,2116.0,5387.0,1355.0,12428.0,41290.0,6399.0,905.0,83.0,0,0
germany,2020-04-02,84794.0,6813.0,1107.0,176.0,22440.0,61247.0,3936.0,1012.0,13.0,0,0
greece,2020-04-02,1544.0,129.0,53.0,2.0,61.0,1430.0,91.0,148.0,5.0,0,0
india,2020-04-02,2543.0,545.0,72.0,14.0,191.0,2280.0,0.0,2.0,0.05,0,0
indonesia,2020-04-02,1790.0,113.0,170.0,13.0,112.0,1508.0,0.0,7.0,0.6,0,0
iran,2020-04-02,50468.0,2875.0,3160.0,124.0,16711.0,30597.0,3956.0,601.0,38.0,0,0
iraq,2020-04-02,772.0,44.0,54.0,2.0,202.0,516.0,0.0,19.0,1.0,0,0
ireland,2020-04-02,3849.0,402.0,98.0,13.0,5.0,3746.0,109.0,779.0,20.0,0,0
israel,2020-04-02,6857.0,765.0,36.0,10.0,338.0,6483.0,107.0,792.0,4.0,0,0
italy,2020-04-02,115242.0,4668.0,13915.0,760.0,18278.0,83049.0,4053.0,1906.0,230.0,0,0
malaysia,2020-04-02,3116.0,208.0,50.0,5.0,767.0,2299.0,105.0,96.0,2.0,0,0
netherlands,2020-04-02,14697.0,1083.0,1339.0,166.0,250.0,13108.0,1053.0,858.0,78.0,0,0
norway,2020-04-02,5147.0,270.0,50.0,6.0,32.0,5065.0,96.0,949.0,9.0,0,0
philippines,2020-04-02,2633.0,322.0,107.0,11.0,51.0,2475.0,1.0,24.0,1.0,0,0
poland,2020-04-02,2946.0,392.0,57.0,14.0,56.0,2833.0,50.0,78.0,2.0,0,0
portugal,2020-04-02,9034.0,783.0,209.0,22.0,68.0,8757.0,230.0,886.0,20.0,0,0
south-korea,2020-04-02,9976.0,89.0,169.0,4.0,5828.0,3979.0,55.0,195.0,3.0,0,0
spain,2020-04-02,112065.0,7947.0,10348.0,961.0,26743.0,74974.0,6092.0,2397.0,221.0,0,0
sweden,2020-04-02,5568.0,621.0,308.0,69.0,103.0,5157.0,429.0,551.0,30.0,0,0
switzerland,2020-04-02,18827.0,1059.0,536.0,48.0,4013.0,14278.0,348.0,2175.0,62.0,0,0
turkey,2020-04-02,18135.0,2456.0,356.0,79.0,415.0,17364.0,1101.0,215.0,4.0,0,0
uk,2020-04-02,33718.0,4244.0,2921.0,569.0,135.0,30662.0,163.0,497.0,43.0,0,0
us,2020-04-02,244877.0,29874.0,6070.0,968.0,10403.0,228404.0,5421.0,740.0,18.0,0,0
Diamond Princess,2020-04-03,712.0,0.0,11.0,0.0,619.0,82.0,10.0,0.0,0.0,0.0,0.0
MS Zaandam,2020-04-03,9.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
afghanistan,2020-04-03,281.0,8.0,6.0,0.0,10.0,265.0,0.0,7.0,0.2,0.0,0.0
albania,2020-04-03,304.0,27.0,17.0,1.0,89.0,198.0,7.0,106.0,6.0,2031.0,706.0
algeria,2020-04-03,1171.0,185.0,105.0,19.0,62.0,1004.0,0.0,27.0,2.0,3359.0,77.0
andorra,2020-04-03,439.0,11.0,16.0,1.0,16.0,407.0,12.0,5682.0,207.0,0.0,0.0
angola,2020-04-03,8.0,0.0,2.0,0.0,1.0,5.0,0.0,0.2,0.06,0.0,0.0
anguilla,2020-04-03,3.0,0.0,0.0,0.0,0.0,3.0,0.0,200.0,0.0,0.0,0.0
antigua-and-barbuda,2020-04-03,15.0,6.0,0.0,0.0,0.0,15.0,1.0,153.0,0.0,9.0,92.0
argentina,2020-04-03,1353.0,88.0,42.0,6.0,266.0,1045.0,0.0,30.0,0.9,6277.0,139.0
armenia,2020-04-03,736.0,73.0,7.0,0.0,43.0,686.0,30.0,248.0,2.0,3258.0,1099.0
aruba,2020-04-03,62.0,2.0,0.0,0.0,1.0,61.0,0.0,581.0,0.0,836.0,7830.0
australia,2020-04-03,5454.0,140.0,28.0,3.0,585.0,4841.0,85.0,214.0,1.0,275000.0,10784.0
austria,2020-04-03,11524.0,395.0,168.0,10.0,2022.0,9334.0,245.0,1280.0,19.0,98343.0,10919.0
azerbaijan,2020-04-03,443.0,43.0,5.0,0.0,32.0,406.0,7.0,44.0,0.5,35000.0,3452.0
bahamas,2020-04-03,24.0,0.0,3.0,2.0,0.0,21.0,1.0,61.0,8.0,0.0,0.0
bahrain,2020-04-03,672.0,29.0,4.0,0.0,382.0,286.0,3.0,395.0,2.0,37996.0,22330.0
bangladesh,2020-04-03,61.0,5.0,6.0,0.0,26.0,29.0,1.0,0.4,0.04,2086.0,13.0
barbados,2020-04-03,51.0,5.0,0.0,0.0,0.0,51.0,0.0,177.0,0.0,0.0,0.0
belarus,2020-04-03,351.0,47.0,4.0,0.0,53.0,294.0,11.0,37.0,0.4,32000.0,3386.0
belgium,2020-04-03,16770.0,1422.0,1143.0,132.0,2872.0,12755.0,1205.0,1447.0,99.0,18360.0,1584.0
belize,2020-04-03,4.0,1.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,25.0,63.0
benin,2020-04-03,16.0,3.0,0.0,0.0,2.0,14.0,0.0,1.0,0.0,0.0,0.0
bermuda,2020-04-03,35.0,0.0,0.0,0.0,14.0,21.0,0.0,562.0,0.0,272.0,4368.0
bhutan,2020-04-03,5.0,0.0,0.0,0.0,2.0,3.0,0.0,6.0,0.0,0.0,0.0
bolivia,2020-04-03,132.0,9.0,9.0,1.0,1.0,122.0,3.0,11.0,0.8,191.0,16.0
bosnia-and-herzegovina,2020-04-03,579.0,46.0,17.0,1.0,27.0,535.0,4.0,176.0,5.0,2220.0,677.0
botswana,2020-04-03,4.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.4,175.0,74.0
brazil,2020-04-03,9194.0,1150.0,363.0,39.0,127.0,8704.0,296.0,43.0,2.0,45708.0,215.0
british-virgin-islands,2020-04-03,3.0,0.0,0.0,0.0,0.0,3.0,0.0,99.0,0.0,0.0,0.0
brunei-darussalam,2020-04-03,134.0,1.0,1.0,0.0,65.0,68.0,3.0,306.0,2.0,7566.0,17295.0
bulgaria,2020-04-03,485.0,28.0,14.0,4.0,30.0,441.0,21.0,70.0,2.0,566.0,81.0
burkina-faso,2020-04-03,302.0,14.0,16.0,0.0,50.0,236.0,0.0,14.0,0.8,0.0,0.0
burundi,2020-04-03,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.0,2.0,0.2
cabo-verde,2020-04-03,6.0,0.0,1.0,0.0,0.0,5.0,0.0,11.0,2.0,0.0,0.0
cambodia,2020-04-03,114.0,4.0,0.0,0.0,35.0,79.0,1.0,7.0,0.0,5768.0,345.0
cameroon,2020-04-03,509.0,203.0,8.0,1.0,17.0,484.0,0.0,19.0,0.3,0.0,0.0
canada,2020-04-03,12375.0,1092.0,208.0,35.0,2186.0,9981.0,120.0,328.0,6.0,261975.0,6941.0
caribbean-netherlands,2020-04-03,2.0,0.0,0.0,0.0,0.0,2.0,0.0,76.0,0.0,10.0,381.0
cayman-islands,2020-04-03,29.0,1.0,1.0,0.0,1.0,27.0,0.0,441.0,15.0,265.0,4032.0
central-african-republic,2020-04-03,8.0,5.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0
chad,2020-04-03,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.5,0.0,0.0,0.0
channel-islands,2020-04-03,232.0,39.0,4.0,1.0,13.0,215.0,0.0,1334.0,23.0,0.0,0.0
chile,2020-04-03,3737.0,333.0,22.0,4.0,427.0,3288.0,31.0,195.0,1.0,32096.0,1679.0
china,2020-04-03,81620.0,31.0,3322.0,4.0,76571.0,1727.0,379.0,57.0,2.0,0.0,0.0
china-hong-kong-sar,2020-04-03,845.0,43.0,4.0,0.0,173.0,668.0,8.0,113.0,0.5,0.0,0.0
china-macao-sar,2020-04-03,42.0,1.0,0.0,0.0,10.0,32.0,0.0,65.0,0.0,0.0,0.0
colombia,2020-04-03,1267.0,106.0,25.0,6.0,55.0,1187.0,50.0,25.0,0.5,21129.0,415.0
congo,2020-04-03,22.0,0.0,2.0,0.0,2.0,18.0,0.0,4.0,0.4,0.0,0.0
costa-rica,2020-04-03,416.0,20.0,2.0,0.0,11.0,403.0,13.0,82.0,0.4,3498.0,687.0
cote-d-ivoire,2020-04-03,218.0,24.0,1.0,0.0,19.0,198.0,0.0,8.0,0.04,0.0,0.0
croatia,2020-04-03,1079.0,68.0,8.0,1.0,92.0,979.0,39.0,263.0,2.0,6404.0,1560.0
cuba,2020-04-03,269.0,36.0,6.0,0.0,15.0,248.0,8.0,24.0,0.5,3342.0,295.0
curacao,2020-04-03,11.0,0.0,1.0,0.0,3.0,7.0,0.0,67.0,6.0,0.0,0.0
cyprus,2020-04-03,396.0,40.0,11.0,1.0,28.0,357.0,11.0,328.0,9.0,9447.0,7825.0
czech-republic,2020-04-03,4190.0,332.0,53.0,9.0,72.0,4065.0,77.0,391.0,5.0,67281.0,6283.0
democratic-republic-of-the-congo,2020-04-03,148.0,14.0,16.0,3.0,3.0,129.0,0.0,2.0,0.2,0.0,0.0
denmark,2020-04-03,3757.0,371.0,139.0,16.0,1193.0,2425.0,153.0,649.0,24.0,30448.0,5257.0
djibouti,2020-04-03,49.0,9.0,0.0,0.0,8.0,41.0,0.0,50.0,0.0,0.0,0.0
dominica,2020-04-03,14.0,2.0,0.0,0.0,0.0,14.0,0.0,194.0,0.0,0.0,0.0
dominican-republic,2020-04-03,1488.0,108.0,68.0,8.0,16.0,1404.0,147.0,137.0,6.0,0.0,0.0
ecuador,2020-04-03,3368.0,205.0,145.0,25.0,65.0,3158.0,100.0,191.0,8.0,8251.0,468.0
egypt,2020-04-03,985.0,120.0,66.0,8.0,216.0,703.0,0.0,10.0,0.6,0.0,0.0
el-salvador,2020-04-03,46.0,5.0,3.0,1.0,0.0,43.0,4.0,7.0,0.5,0.0,0.0
